"rel","title","titleLen","descLen","h1","canonical","wordCount","imgs","missingAlt","jsonTypes"
"repairs/screen/iphone-17-pro-max.html","iPhone 17 Pro Max Screen Replacement Guide","42","163","iPhone 17 Pro Max Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-17-pro-max.html","6041","57","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-17-pro.html","iPhone 17 Pro Screen Replacement Guide","38","159","iPhone 17 Pro Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-17-pro.html","5934","57","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-17.html","iPhone 17 Screen Replacement Guide","34","155","iPhone 17 Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-17.html","5719","54","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-17e.html","iPhone 17e Screen Replacement Guide","35","156","iPhone 17e Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-17e.html","4442","43","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-air.html","iPhone Air Screen Replacement Guide","35","156","iPhone Air Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-air.html","2506","19","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-x.html","iPhone X Screen Replacement Guide","33","154","iPhone X Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-x.html","4087","35","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-xr.html","iPhone XR Screen Replacement Guide","34","155","iPhone XR Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-xr.html","4083","34","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-xs-max.html","iPhone XS Max Screen Replacement Guide","38","159","iPhone XS Max Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-xs-max.html","4121","35","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"repairs/screen/iphone-xs.html","iPhone XS Screen Replacement Guide","34","155","iPhone XS Screen Replacement Guide","https://fixmob.tech/repairs/screen/iphone-xs.html","4012","34","0","BreadcrumbList|ListItem|ListItem|ListItem|Article|Thing|Thing|Thing|Organization|Organization|ImageObject"
"about.html","About FixMob iPhone Repair Guides","33","140","About FixMob","https://fixmob.tech/about.html","309","1","0",""
"back-glass-repair-guides.html","iPhone Back Glass Repair Guides by Model","40","144","iPhone back glass repair guides","https://fixmob.tech/back-glass-repair-guides.html","745","34","0","CollectionPage|Organization|ItemList|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem"
"battery-replacement-guides.html","iPhone Battery Replacement Guides by Model","42","154","iPhone battery replacement guides","https://fixmob.tech/battery-replacement-guides.html","710","34","0","CollectionPage|Organization|ItemList|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem"
"contact.html","Contact FixMob iPhone Repair Guides","35","110","Contact FixMob","https://fixmob.tech/contact.html","251","1","0",""
"index.html","FixMob | iPhone Repair Guides for Screens, Batteries, Back Glass","64","172","iPhone replacement tutorials for screens, batteries, and back glass","https://fixmob.tech/","646","5","0","WebSite|Organization|ImageObject|ContactPoint"
"privacy.html","FixMob Privacy Policy","21","127","Privacy Policy","https://fixmob.tech/privacy.html","301","1","0",""
"screen-repair-guides.html","iPhone Screen Replacement Guides by Model","41","138","iPhone screen replacement guides","https://fixmob.tech/screen-repair-guides.html","710","34","0","CollectionPage|Organization|ItemList|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem"
"screw-location-photos.html","iPhone Screw Location Photos | Screw Maps by Model","50","135","iPhone screw location photos by model","https://fixmob.tech/screw-location-photos.html","5647","208","0","CollectionPage|ItemList|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|Organization|BreadcrumbList|ListItem|ListItem"
"site-map.html","FixMob Site Map | iPhone Repair Guide Index","43","119","FixMob iPhone repair site map","https://fixmob.tech/site-map.html","3326","1","0","CollectionPage|Organization|ItemList|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem|ListItem"
"terms.html","FixMob Terms and Repair Disclaimer","34","113","Terms and Repair Disclaimer","https://fixmob.tech/terms.html","329","1","0",""
